Code,Year,GDP Per Capita,,
PAK,1957,1036,,
PSE,1957,2000,,
PAN,1957,3054,,
PRY,1957,2381,,
PER,1957,4479,,
PHL,1957,2299,,
POL,1957,4721,,
PRT,1957,4238,,
PRI,1957,4729,,
QAT,1957,49973,,
ROU,1957,2664.587,,
RUS,1957,4850.402,,
RWA,1957,1173,,
LCA,1957,1479,,
STP,1957,1245,,
SAU,1957,4972,,
SEN,1957,2246,,
SRB,1957,3147,,
SYC,1957,3008,,
SLE,1957,1093,,
SGP,1957,2874,,
SVN,1957,5432,,
ZAF,1957,4704,,
KOR,1957,1466.7677,,
ESP,1957,4893.489,,
LKA,1957,2067,,
SWE,1957,12899,,
CHE,1957,14667.65,,
SYR,1957,5781,,
TWN,1957,1997,,
TZA,1957,720,,
THA,1957,1451,,
TGO,1957,969,,
TTO,1957,8518,,
TUN,1957,1847,,
TUR,1957,2920,,
OWID_USS,1957,5700,,
UGA,1957,1116,,
ARE,1957,32329,,
GBR,1957,12779,,
USA,1957,17406,,
URY,1957,8176,,
VEN,1957,11923,,
VNM,1957,1235,,
YEM,1957,1516,,
OWID_YGS,1957,3045,,
ZMB,1957,1302,,
ZWE,1957,1473,,
AFG,1958,1298,,
ALB,1958,2114,,
DZA,1958,2740,,
AGO,1958,1978,,
ARG,1958,9083,,
AUS,1958,13238,,
AUT,1958,9416,,
BHR,1958,4366,,
BGD,1958,813,,
BRB,1958,4855,,
BEL,1958,10268,,
BEN,1958,1435,,
BOL,1958,2576,,
BIH,1958,2284,,
BWA,1958,550,,
BRA,1958,3005,,
BGR,1958,3998,,
BFA,1958,929,,
BDI,1958,708,,
KHM,1958,969,,
CMR,1958,1283,,
CAN,1958,13603,,
CPV,1958,1004,,
CAF,1958,1553,,
TCD,1958,966,,
CHL,1958,6958,,
CHN,1958,1173,,
COL,1958,3798,,
COM,1958,618,,
COG,1958,1946,,
CRI,1958,4152,,
CIV,1958,1879,,
HRV,1958,4285,,
CUB,1958,2922,,
CYP,1958,3660,,
OWID_CZS,1958,7348,,
COD,1958,1176,,
DNK,1958,12903,,
DJI,1958,3840,,
DMA,1958,1261,,
DOM,1958,2104,,
ECU,1958,3441,,
EGY,1958,1510,,
SLV,1958,2751,,
GNQ,1958,974,,
SWZ,1958,684,,
ETH,1958,674,,
FIN,1958,8725,,
,1958,1513,,
FRA,1958,10927,,
GAB,1958,3749,,
GMB,1958,1097,,
DEU,1958,10739,,
GHA,1958,1892,,
GRC,1958,4723,,
GTM,1958,3470,,
GIN,1958,630,,
GNB,1958,762,,
HTI,1958,1855,,
HND,1958,2106,,
HKG,1958,4799,,
HUN,1958,5367,,
ISL,1958,10568,,
IND,1958,1141,,
IDN,1958,1530,,
IRN,1958,3057,,
IRQ,1958,3974,,
IRL,1958,6169,,
ISR,1958,6550,,
ITA,1958,8544,,
JAM,1958,3918,,
JPN,1958,5243,,
JOR,1958,3539,,
KEN,1958,1156,,
KWT,1958,47671,,
LAO,1958,759,,
LBN,1958,5510,,
LSO,1958,764,,
LBR,1958,3545,,
LBY,1958,1020,,
LUX,1958,15093,,
MDG,1958,1773,,
MWI,1958,618,,
MYS,1958,2252,,
MLI,1958,830,,
MLT,1958,2255,,
MRT,1958,837,,
MUS,1958,4132,,
MEX,1958,4501,,
MNG,1958,859,,
MNE,1958,2072,,
MAR,1958,2214,,
MOZ,1958,2040,,
MMR,1958,778,,
NAM,1958,4409,,
NPL,1958,956,,
NLD,1958,11926,,
NZL,1958,14641,,
NIC,1958,3258,,
NER,1958,1143,,
NGA,1958,1270,,
MKD,1958,3301,,
NOR,1958,10603,,
OMN,1958,1380,,
PAK,1958,1025,,
PSE,1958,2048,,
PAN,1958,3014,,
PRY,1958,2453,,
PER,1958,4372,,
PHL,1958,2308,,
POL,1958,4873,,
PRT,1958,4259,,
PRI,1958,4784,,
QAT,1958,50042,,
ROU,1958,2747.3184,,
RUS,1958,5114.7285,,
RWA,1958,1178,,
LCA,1958,1545,,
STP,1958,1364,,
SAU,1958,5107,,
SEN,1958,2278,,
SRB,1958,3022,,
SYC,1958,3027,,
SLE,1958,1109,,
SGP,1958,2880,,
SVN,1958,6005,,
ZAF,1958,4685,,
KOR,1958,1517.8839,,
ESP,1958,5168.911,,
LKA,1958,2074,,
SWE,1958,12884,,
CHE,1958,14644.458,,
SYR,1958,4844,,
TWN,1958,2056,,
TZA,1958,708,,
THA,1958,1457,,
TGO,1958,982,,
TTO,1958,8941,,
TUN,1958,2058,,
TUR,1958,2973,,
OWID_USS,1958,6020,,
UGA,1958,1092,,
ARE,1958,32473,,
GBR,1958,12698,,
USA,1958,16946,,
URY,1958,7788,,
VEN,1958,11615,,
VNM,1958,1251,,
YEM,1958,1522,,
OWID_YGS,1958,3084,,
ZMB,1958,1237,,
ZWE,1958,1444,,
AFG,1959,1307,,
ALB,1959,2201,,
DZA,1959,3178,,
AGO,1959,1953,,
ARG,1959,8354,,
AUS,1959,13753,,
AUT,1959,9645,,
BHR,1959,4457,,
BGD,1959,838,,
BRB,1959,5053,,
BEL,1959,10533,,
BEN,1959,1457,,
BOL,1959,2511,,
BIH,1959,2667,,
BWA,1959,559,,
BRA,1959,3201,,
BGR,1959,4278,,
BFA,1959,953,,
BDI,1959,736,,
KHM,1959,1036,,
CMR,1959,1310,,
CAN,1959,13829,,
CPV,1959,1087,,
CAF,1959,1581,,
TCD,1959,983,,
CHL,1959,6409,,
CHN,1959,1117,,
COL,1959,3942,,
COM,1959,639,,
COG,1959,1977,,
CRI,1959,4141,,
CIV,1959,1898,,
HRV,1959,4640,,
CUB,1959,3006,,
CYP,1959,3814,,
OWID_CZS,1959,7619,,
COD,1959,1191,,
DNK,1959,13767,,
DJI,1959,3948,,
DMA,1959,1226,,
DOM,1959,2047,,
ECU,1959,3524,,
EGY,1959,1545,,
SLV,1959,2788,,
GNQ,1959,1015,,
SWZ,1959,706,,
ETH,1959,681,,
FIN,1959,9172,,
,1959,1647,,
FRA,1959,11124,,
GAB,1959,3857,,
GMB,1959,1129,,
DEU,1959,11440,,
GHA,1959,2106,,
GRC,1959,4846,,
GTM,1959,3524,,
GIN,1959,655,,
GNB,1959,765,,
HTI,1959,1734,,
HND,1959,2090,,
HKG,1959,4957,,
HUN,1959,5553,,
ISL,1959,10702,,
IND,1959,1143,,
IDN,1959,1570,,
IRN,1959,3226,,
IRQ,1959,4022,,
IRL,1959,6437,,
ISR,1959,7175,,
ITA,1959,9011,,
JAM,1959,4050,,
JPN,1959,5665,,
JOR,1959,3645,,
KEN,1959,1148,,
KWT,1959,47131,,
LAO,1959,765,,
LBN,1959,5818,,
LSO,1959,773,,
LBR,1959,3655,,
LBY,1959,1063,,
LUX,1959,15382,,
MDG,1959,1804,,
MWI,1959,626,,
MYS,1959,2338,,
MLI,1959,845,,
MLT,1959,2278,,
MRT,1959,858,,
MUS,1959,4251,,
MEX,1959,4497,,
MNG,1959,885,,
MNE,1959,2200,,
MAR,1959,2165,,
MOZ,1959,2109,,
MMR,1959,885,,
NAM,1959,4549,,
NPL,1959,971,,
NLD,1959,12333,,
NZL,1959,15350,,
NIC,1959,3204,,
NER,1959,1162,,
NGA,1959,1288,,
MKD,1959,3381,,
NOR,1959,10957,,
OMN,1959,1435,,
PAK,1959,1009,,
PSE,1959,2146,,
PAN,1959,3124,,
PRY,1959,2385,,
PER,1959,4275,,
PHL,1959,2393,,
POL,1959,4935,,
PRT,1959,4454,,
PRI,1959,5161,,
QAT,1959,52436,,
ROU,1959,2841.9624,,
RUS,1959,5326.702,,
RWA,1959,1216,,
LCA,1959,1623,,
STP,1959,1221,,
SAU,1959,5512,,
SEN,1959,2308,,
SRB,1959,3885,,
SYC,1959,3102,,
SLE,1959,1157,,
SGP,1959,3239,,
SVN,1959,6304,,
ZAF,1959,4774,,
KOR,1959,1555.7272,,
ESP,1959,5079.3,,
LKA,1959,2048,,
SWE,1959,13211,,
CHE,1959,15469.592,,
SYR,1959,4881,,
TWN,1959,2118,,
TZA,1959,724,,
THA,1959,1581,,
TGO,1959,995,,
TTO,1959,9154,,
TUN,1959,1940,,
TUR,1959,3030,,
OWID_USS,1959,5848,,
UGA,1959,1116,,
ARE,1959,34153,,
GBR,1959,13134,,
USA,1959,17900,,
URY,1959,7450,,
VEN,1959,12078,,
VNM,1959,1262,,
YEM,1959,1529,,
OWID_YGS,1959,3547,,
ZMB,1959,1458,,
ZWE,1959,1474,,
AFG,1960,1326,,
ALB,1960,2313,,
DZA,1960,3328,,
AGO,1960,1997,,
ARG,1960,8861,,
AUS,1960,14013,,
AUT,1960,10391,,
BHR,1960,4532,,
BGD,1960,869,,
BRB,1960,5316,,
BEL,1960,11081,,
BEN,1960,1468,,
BOL,1960,2560,,
BIH,1960,2871,,
BWA,1960,564,,
BRA,1960,3398,,
BGR,1960,4642,,
BFA,1960,971,,
BDI,1960,733,,
KHM,1960,1070,,
CMR,1960,1326,,
CAN,1960,13952,,
CPV,1960,1135,,
CAF,1960,1567,,
TCD,1960,974,,
CHL,1960,6781,,
CHN,1960,1057,,
COL,1960,3980,,
COM,1960,679,,
COG,1960,1999,,
CRI,1960,4328,,
CIV,1960,2002,,
HRV,1960,5067,,
CUB,1960,2994,,
CYP,1960,3496,,
OWID_CZS,1960,8142,,
COD,1960,1192,,
DNK,1960,14046,,
DJI,1960,4087,,
DMA,1960,1245,,
DOM,1960,2075,,
,1960,1725.5217,,
,1960,5865.5776,,
ECU,1960,3649,,
EGY,1960,1580,,
SLV,1960,2813,,
GNQ,1960,1101,,
SWZ,1960,783,,
ETH,1960,701,,
FIN,1960,9931,,
,1960,1632,,
FRA,1960,11792,,
GAB,1960,3982,,
GMB,1960,1167,,
DEU,1960,12282,,
GHA,1960,2197,,
GRC,1960,5015,,
GTM,1960,3496,,
GIN,1960,671,,
GNB,1960,800,,
HTI,1960,1809,,
HND,1960,2147,,
HKG,1960,5088,,
HUN,1960,5816,,
ISL,1960,10959,,
IND,1960,1200,,
IDN,1960,1613,,
IRN,1960,3437,,
IRQ,1960,4360,,
IRL,1960,6825,,
ISR,1960,7433,,
ITA,1960,9430,,
JAM,1960,4230,,
JPN,1960,6354,,
JOR,1960,3714,,
KEN,1960,1157,,
KWT,1960,45929,,
LAO,1960,771,,
,1960,4698.2524,,
LBN,1960,5812,,
LSO,1960,813,,
LBR,1960,3674,,
LBY,1960,1323,,
LUX,1960,15870,,
MDG,1960,1793,,
MWI,1960,628,,
MYS,1960,2439,,
MLI,1960,851,,
MLT,1960,2383,,
MRT,1960,913,,
MUS,1960,4396,,
MEX,1960,4723,,
,1960,3102.628,,
MNG,1960,912,,
MNE,1960,2439,,
MAR,1960,2118,,
MOZ,1960,2115,,
MMR,1960,899,,
NAM,1960,4855,,
NPL,1960,980,,
NLD,1960,13209,,
NZL,1960,15087,,
NIC,1960,3148,,
NER,1960,1213,,
NGA,1960,1307,,
MKD,1960,3586,,
NOR,1960,11483,,
OMN,1960,1490,,
PAK,1960,1031,,
PSE,1960,2248,,
PAN,1960,3217,,
PRY,1960,2346,,
PER,1960,4733,,
PHL,1960,2353,,
POL,1960,5125,,
PRT,1960,4712,,
PRI,1960,5451,,
QAT,1960,52299,,
ROU,1960,2938.8025,,
RUS,1960,5557,,
RWA,1960,1224,,
LCA,1960,1691,,
STP,1960,1352,,
SAU,1960,5928,,
SEN,1960,2303,,
SRB,1960,3948,,
SYC,1960,3257,,
SLE,1960,1176,,
SGP,1960,3464,,
SVN,1960,7165,,
ZAF,1960,4847,,
KOR,1960,1547.6918,,
,1960,1294.9343,,
ESP,1960,5031.5664,,
LKA,1960,2064,,
,1960,1578.2007,,
SWE,1960,13849,,
CHE,1960,16358.359,,
SYR,1960,4819,,
TWN,1960,2157,,
TZA,1960,732,,
THA,1960,1718,,
TGO,1960,1058,,
TTO,1960,9964,,
TUN,1960,2141,,
TUR,1960,3041,,
OWID_USS,1960,6288,,
UGA,1960,1137,,
ARE,1960,35758,,
GBR,1960,13780,,
USA,1960,18057,,
URY,1960,7643,,
VEN,1960,12116,,
VNM,1960,1274,,
,1960,10928.713,"United States, Canada, Australia and New Zealand",
,1960,17471.514,,
OWID_WRL,1960,4403.6543,,
YEM,1960,1537,,
OWID_YGS,1960,3778,,
ZMB,1960,1530,,
ZWE,1960,1495,,
AFG,1961,1309,,
ALB,1961,2332,,
DZA,1961,2868,,
AGO,1961,2225,,
ARG,1961,9344,,
AUS,1961,13793,,
AUT,1961,10882,,
BHR,1961,4594,,
BGD,1961,899,,
BRB,1961,5683,,
BEL,1961,11561,,
BEN,1961,1482,,
BOL,1961,2555,,
BIH,1961,2925,,
BWA,1961,575,,
BRA,1961,3585,,
BGR,1961,4897,,
BFA,1961,1004,,
BDI,1961,615,,
KHM,1961,1031,,
CMR,1961,1321,,
CAN,1961,14080,,
CPV,1961,1173,,
CAF,1961,1597,,
TCD,1961,971,,
CHL,1961,6923,,
CHN,1961,874,,
COL,1961,4049,,
COM,1961,671,,
COG,1961,2020,,
CRI,1961,4340,,
CIV,1961,2114,,
HRV,1961,5404,,
CUB,1961,3068,,
CYP,1961,3845,,
OWID_CZS,1961,8389,,
COD,1961,1041,,
DNK,1961,14843,,
DJI,1961,4114,,
DMA,1961,1176,,
DOM,1961,1964,,
ECU,1961,3633,,
EGY,1961,1643,,
SLV,1961,2821,,
GNQ,1961,1191,,
SWZ,1961,861,,
ETH,1961,722,,
FIN,1961,10613,,
,1961,1588,,
FRA,1961,12302,,
GAB,1961,4415,,
GMB,1961,1318,,
DEU,1961,12675,,
GHA,1961,2212,,
GRC,1961,5408,,
GTM,1961,3532,,
GIN,1961,703,,
GNB,1961,851,,
HTI,1961,1702,,
HND,1961,2130,,
HKG,1961,5169,,
HUN,1961,6083,,
ISL,1961,10728,,
IND,1961,1208,,
IDN,1961,1690,,
IRN,1961,3622,,
IRQ,1961,4720,,
IRL,1961,7186,,
ISR,1961,7964,,
ITA,1961,10158,,
JAM,1961,4307,,
JPN,1961,7055,,
JOR,1961,4280,,
KEN,1961,1093,,
KWT,1961,41622,,
LAO,1961,779,,
LBN,1961,6027,,
LSO,1961,813,,
LBR,1961,3663,,
LBY,1961,1400,,
LUX,1961,16349,,
MDG,1961,1795,,
MWI,1961,644,,
MYS,1961,2538,,
MLI,1961,840,,
MLT,1961,2361,,
MRT,1961,1055,,
MUS,1961,5254,,
MEX,1961,4807,,
MNG,1961,939,,
MNE,1961,2922,,
MAR,1961,2138,,
MOZ,1961,2131,,
MMR,1961,904,,
NAM,1961,4787,,
NPL,1961,990,,
NLD,1961,13074,,
NZL,1961,15533,,
NIC,1961,3277,,
NER,1961,1239,,
NGA,1961,1313,,
MKD,1961,3634,,
NOR,1961,12106,,
OMN,1961,1471,,
PAK,1961,1066,,
PSE,1961,2287,,
PAN,1961,3462,,
PRY,1961,2396,,
PER,1961,5008,,
PHL,1961,2410,,
POL,1961,5461,,
PRT,1961,4972,,
PRI,1961,5859,,
QAT,1961,48516,,
ROU,1961,3109.8738,,
RUS,1961,5874,,
RWA,1961,1167,,
LCA,1961,1747,,
STP,1961,1454,,
SAU,1961,6481,,
SEN,1961,2351,,
SRB,1961,4038,,
SYC,1961,2995,,
SLE,1961,1181,,
SGP,1961,3623,,
SVN,1961,7760,,
ZAF,1961,4929,,
KOR,1961,1605.8468,,
ESP,1961,5581.4375,,
LKA,1961,2050,,
SWE,1961,14564,,
CHE,1961,17307.562,,
SYR,1961,5050,,
TWN,1961,2228,,
TZA,1961,703,,
THA,1961,1753,,
TGO,1961,1103,,
TTO,1961,10155,,
TUN,1961,2289,,
TUR,1961,3022,,
OWID_USS,1961,6532,,
UGA,1961,1093,,
ARE,1961,36949,,
GBR,1961,14118,,
USA,1961,18175,,
URY,1961,7740,,
VEN,1961,12231,,
VNM,1961,1294,,
YEM,1961,1545,,
OWID_YGS,1961,3950,,
ZMB,1961,1495,,
ZWE,1961,1524,,
AFG,1962,1302,,
ALB,1962,2409,,
DZA,1962,2284,,
AGO,1962,2128,,
ARG,1962,9049,,
AUS,1962,14389,,
AUT,1962,11078,,
BHR,1962,4672,,
BGD,1962,877,,
BRB,1962,5923,,
BEL,1962,12087,,
BEN,1962,1400,,
BOL,1962,2636,,
BIH,1962,2868,,
BWA,1962,582,,
BRA,1962,3711,,
BGR,1962,5252,,
BFA,1962,1060,,
BDI,1962,657,,
KHM,1962,1084,,
CMR,1962,1339,,
CAN,1962,14787,,
CPV,1962,1207,,
CAF,1962,1525,,
TCD,1962,1004,,
CHL,1962,7071,,
CHN,1962,926,,
COL,1962,4135,,
COM,1962,714,,
COG,1962,2039,,
CRI,1962,4439,,
CIV,1962,2128,,
HRV,1962,5509,,
CUB,1962,2974,,
CYP,1962,4211,,
OWID_CZS,1962,8454,,
COD,1962,1223,,
DNK,1962,15537,,
DJI,1962,4057,,
DMA,1962,1333,,
DOM,1962,2222,,
ECU,1962,3716,,
EGY,1962,1712,,
SLV,1962,3062,,
GNQ,1962,1310,,
SWZ,1962,1017,,
ETH,1962,736,,
FIN,1962,10869,,
,1962,1653,,
FRA,1962,12859,,
GAB,1962,4497,,
GMB,1962,1262,,
DEU,1962,13106,,
GHA,1962,2257,,
GRC,1962,5577,,
GTM,1962,3543,,
GIN,1962,741,,
GNB,1962,899,,
HTI,1962,1828,,
HND,1962,2174,,
HKG,1962,5780,,
HUN,1962,6315,,
ISL,1962,11435,,
IND,1962,1208,,
IDN,1962,1653,,
IRN,1962,3586,,
IRQ,1962,4809,,
IRL,1962,7390,,
ISR,1962,8396,,
ITA,1962,10882,,
JAM,1962,4339,,
JPN,1962,7614,,
JOR,1962,4176,,
KEN,1962,1117,,
KWT,1962,42150,,
LAO,1962,787,,
LBN,1962,6089,,
LSO,1962,918,,
LBR,1962,3612,,
LBY,1962,1788,,
LUX,1962,16370,,
MDG,1962,1800,,
MWI,1962,626,,
MYS,1962,2609,,
MLI,1962,827,,
MLT,1962,2260,,
MRT,1962,1019,,
MUS,1962,5144,,
MEX,1962,4881,,
MNG,1962,966,,
MNE,1962,2847,,
MAR,1962,2158,,
MOZ,1962,2232,,
MMR,1962,966,,
NAM,1962,5324,,
NPL,1962,998,,
NLD,1962,13770,,
NZL,1962,15511,,
NIC,1962,3521,,
NER,1962,1341,,
NGA,1962,1349,,
MKD,1962,3666,,
NOR,1962,12347,,
OMN,1962,1728,,
PAK,1962,1114,,
PSE,1962,2381,,
PAN,1962,3647,,
PRY,1962,2499,,
PER,1962,5230,,
PHL,1962,2450,,
POL,1962,5325,,
PRT,1962,5308,,
PRI,1962,6183,,
QAT,1962,46304,,
ROU,1962,3199.5,,
RUS,1962,6229,,
RWA,1962,1296,,
LCA,1962,1798,,
STP,1962,1549,,
SAU,1962,7085,,
SEN,1962,2370,,
SRB,1962,4237,,
SYC,1962,3174,,
SLE,1962,1216,,
SGP,1962,3775,,
SVN,1962,8027,,
ZAF,1962,5067,,
KOR,1962,1620.4901,,
ESP,1962,6075.9097,,
LKA,1962,2067,,
SWE,1962,15093,,
CHE,1962,17793.977,,
SYR,1962,6051,,
TWN,1962,2326,,
TZA,1962,746,,
THA,1962,1831,,
TGO,1962,1117,,
TTO,1962,10383,,
TUN,1962,2198,,
TUR,1962,3142,,
OWID_USS,1962,6599,,
UGA,1962,1106,,
ARE,1962,38654,,
GBR,1962,14131,,
USA,1962,18976,,
URY,1962,7498,,
VEN,1962,12848,,
VNM,1962,1411,,
YEM,1962,1554,,
OWID_YGS,1962,4041,,
ZMB,1962,1443,,
ZWE,1962,1497,,
AFG,1963,1298,,
ALB,1963,2491,,
DZA,1963,2818,,
AGO,1963,2200,,
ARG,1963,8695,,
AUS,1963,14983,,
AUT,1963,11454,,
BHR,1963,4772,,
BGD,1963,947,,
BRB,1963,6033,,
BEL,1963,12532,,
BEN,1963,1430,,
BOL,1963,2742,,
BIH,1963,3174,,
BWA,1963,591,,
BRA,1963,3623,,
BGR,1963,5448,,
BFA,1963,1039,,
BDI,1963,673,,
KHM,1963,1135,,
CMR,1963,1366,,
CAN,1963,15248,,
CPV,1963,1237,,
CAF,1963,1492,,
TCD,1963,972,,
CHL,1963,7336,,
CHN,1963,1034,,
COL,1963,4140,,
COM,1963,846,,
COG,1963,2059,,
CRI,1963,4653,,
CIV,1963,2378,,
HRV,1963,6059,,
CUB,1963,2958,,
CYP,1963,4423,,
OWID_CZS,1963,8241,,
COD,1963,1248,,
DNK,1963,15513,,
DJI,1963,4092,,
DMA,1963,1372,,
DOM,1963,2291,,
ECU,1963,3698,,
EGY,1963,1785,,
SLV,1963,3096,,
GNQ,1963,1486,,
SWZ,1963,1047,,
ETH,1963,818,,
FIN,1963,11148,,
,1963,1562,,
FRA,1963,13330,,
GAB,1963,4599,,
GMB,1963,1232,,
DEU,1963,13367,,
GHA,1963,2270,,
GRC,1963,6122,,
GTM,1963,3762,,
GIN,1963,689,,
GNB,1963,932,,
HTI,1963,1675,,
HND,1963,2177,,
HKG,1963,6381,,
HUN,1963,6644,,
ISL,1963,12366,,
IND,1963,1242,,
IDN,1963,1557,,
IRN,1963,3867,,
IRQ,1963,4578,,
IRL,1963,7685,,
ISR,1963,8915,,
ITA,1963,11576,,
JAM,1963,4395,,
JPN,1963,8176,,
JOR,1963,4222,,
KEN,1963,1138,,
KWT,1963,40377,,
LAO,1963,794,,
LBN,1963,5973,,
LSO,1963,995,,
LBR,1963,3598,,
LBY,1963,2322,,
LUX,1963,16766,,
MDG,1963,1747,,
MWI,1963,599,,
MYS,1963,2660,,
MLI,1963,866,,
MLT,1963,2263,,
MRT,1963,944,,
MUS,1963,5745,,
MEX,1963,5118,,
MNG,1963,996,,
MNE,1963,3217,,
MAR,1963,2179,,
MOZ,1963,2106,,
MMR,1963,977,,
NAM,1963,5710,,
NPL,1963,1006,,
NLD,1963,14078,,
NZL,1963,16150,,
NIC,1963,3781,,
NER,1963,1443,,
NGA,1963,1433,,
MKD,1963,4261,,
NOR,1963,12723,,
OMN,1963,1758,,
PAK,1963,1152,,
PSE,1963,2479,,
PAN,1963,3877,,
PRY,1963,2504,,
PER,1963,5314,,
PHL,1963,2542,,
POL,1963,5582,,
PRT,1963,5585,,
PRI,1963,6693,,
QAT,1963,44912,,
ROU,1963,3405.6587,,
RUS,1963,6405,,
RWA,1963,1140,,
LCA,1963,1849,,
STP,1963,1643,,
SAU,1963,7516,,
SEN,1963,2402,,
SRB,1963,4713,,
SYC,1963,3384,,
SLE,1963,1218,,
SGP,1963,4049,,
SVN,1963,8871,,
ZAF,1963,5294,,
KOR,1963,1720.8241,,
ESP,1963,6631.5728,,
LKA,1963,2058,,
SWE,1963,15808,,
CHE,1963,18437.84,,
SYR,1963,5855,,
TWN,1963,2463,,
TZA,1963,770,,
THA,1963,1921,,
TGO,1963,1143,,
TTO,1963,10708,,
TUN,1963,2480,,
TUR,1963,3374,,
OWID_USS,1963,6352,,
UGA,1963,1197,,
ARE,1963,39889,,
GBR,1963,14583,,
USA,1963,19514,,
URY,1963,7450,,
VEN,1963,13232,,
VNM,1963,1406,,
YEM,1963,1568,,
OWID_YGS,1963,4481,,
ZMB,1963,1438,,
ZWE,1963,1436,,
AFG,1964,1291,,
ALB,1964,2576,,
DZA,1964,2879,,
AGO,1964,2407,,
ARG,1964,9446,,
AUS,1964,15699,,
AUT,1964,12062,,
BHR,1964,4898,,
BGD,1964,939,,
BRB,1964,6355,,
BEL,1964,13295,,
BEN,1964,1492,,
BOL,1964,2809,,
BIH,1964,3469,,
BWA,1964,604,,
BRA,1964,3637,,
BGR,1964,5829,,
BFA,1964,1055,,
BDI,1964,695,,
KHM,1964,1074,,
CMR,1964,1390,,
CAN,1964,15938,,
CPV,1964,1262,,
CAF,1964,1486,,
TCD,1964,929,,
CHL,1964,7320,,
CHN,1964,1152,,
COL,1964,4264,,
COM,1964,888,,
COG,1964,2079,,
CRI,1964,4720,,
CIV,1964,2691,,
HRV,1964,6591,,
CUB,1964,3158,,
CYP,1964,3971,,
OWID_CZS,1964,8563,,
COD,1964,1191,,
DNK,1964,16832,,
DJI,1964,4055,,
DMA,1964,1419,,
DOM,1964,2365,,
ECU,1964,3843,,
EGY,1964,1859,,
SLV,1964,3282,,
GNQ,1964,1690,,
SWZ,1964,1172,,
ETH,1964,840,,
FIN,1964,11647,,
,1964,1505,,
FRA,1964,14057,,
GAB,1964,4616,,
GMB,1964,1274,,
DEU,1964,14062,,
GHA,1964,2254,,
GRC,1964,6601,,
GTM,1964,3814,,
GIN,1964,720,,
GNB,1964,1027,,
HTI,1964,1604,,
HND,1964,2209,,
HKG,1964,6664,,
HUN,1964,6994,,
ISL,1964,13386,,
IND,1964,1309,,
IDN,1964,1583,,
IRN,1964,4026,,
IRQ,1964,4965,,
IRL,1964,7948,,
ISR,1964,9430,,
ITA,1964,11934,,
JAM,1964,4629,,
JPN,1964,9035,,
JOR,1964,4752,,
KEN,1964,1208,,
KWT,1964,40333,,
LAO,1964,802,,
LBN,1964,6156,,
LSO,1964,1054,,
LBR,1964,3679,,
LBY,1964,3156,,
LUX,1964,17864,,
MDG,1964,1779,,
MWI,1964,572,,
MYS,1964,2754,,
MLI,1964,888,,
MLT,1964,2343,,
MRT,1964,1208,,
MUS,1964,5196,,
MEX,1964,5555,,
MNG,1964,1027,,
MNE,1964,3732,,
MAR,1964,2201,,
MOZ,1964,2150,,
MMR,1964,976,,
NAM,1964,6468,,
NPL,1964,1012,,
NLD,1964,15042,,
NZL,1964,16606,,
NIC,1964,4092,,
NER,1964,1415,,
NGA,1964,1451,,
MKD,1964,5450,,
NOR,1964,13256,,
OMN,1964,1714,,
PAK,1964,1208,,
PSE,1964,2585,,
PAN,1964,3929,,
PRY,1964,2546,,
PER,1964,5523,,
PHL,1964,2550,,
POL,1964,5773,,
PRT,1964,5926,,
PRI,1964,7012,,
QAT,1964,42186,,
ROU,1964,3599.467,,
RUS,1964,6754,,
RWA,1964,980,,
LCA,1964,1900,,
STP,1964,1733,,
SAU,1964,7978,,
SEN,1964,2389,,
SRB,1964,5166,,
SYC,1964,3424,,
SLE,1964,1215,,
SGP,1964,3800,,
SVN,1964,9624,,
ZAF,1964,5499,,
KOR,1964,1834.9778,,
ESP,1964,6938.4917,,
LKA,1964,2104,,
SWE,1964,16761,,
CHE,1964,19195.447,,
SYR,1964,5797,,
TWN,1964,2676,,
TZA,1964,787,,
THA,1964,1991,,
TGO,1964,1275,,
TTO,1964,10841,,
TUN,1964,2533,,
TUR,1964,3453,,
OWID_USS,1964,7076,,
UGA,1964,1251,,
ARE,1964,40927,,
GBR,1964,15251,,
USA,1964,20360,,
URY,1964,7498,,
VEN,1964,14019,,
VNM,1964,1427,,
YEM,1964,1576,,
OWID_YGS,1964,4941,,
ZMB,1964,1588,,
ZWE,1964,1519,,
AFG,1965,1290,,
ALB,1965,2670,,
DZA,1965,2981,,
AGO,1965,2544,,
ARG,1965,10155,,
AUS,1965,16182,,
AUT,1965,12328,,
BHR,1965,5058,,
BGD,1965,969,,
BRB,1965,6468,,
BEL,1965,13643,,
BEN,1965,1532,,
BOL,1965,2879,,
BIH,1965,3569,,
BWA,1965,612,,
BRA,1965,3617,,
BGR,1965,6137,,
BFA,1965,1087,,
BDI,1965,703,,
KHM,1965,1095,,
CMR,1965,1393,,
CAN,1965,16694,,
CPV,1965,1286,,
CAF,1965,1466,,
TCD,1965,913,,
CHL,1965,7208,,
CHN,1965,1253,,
COL,1965,4286,,
COM,1965,870,,
COG,1965,2099,,
CRI,1965,4983,,
CIV,1965,2520,,
HRV,1965,6741,,
CUB,1965,3088,,
CYP,1965,4825,,
OWID_CZS,1965,8820,,
COD,1965,1176,,
DNK,1965,17459,,
DJI,1965,4047,,
DMA,1965,1203,,
DOM,1965,2007,,
ECU,1965,4090,,
EGY,1965,1934,,
SLV,1965,3351,,
